Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary
output/ibol.species.seq150.k11.arff,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142343E7,13939.0,6970.0,337.0,6633.0,0.0,4.835007173601148,95.16499282639886,0.0,0.04287384725191589,0.002289161210490544,0.0339326359616514,98.67913982206225,99.63761970999361,64740.74923543273,60291.54177903804,4449.207456394695,9.288486260463808,8.65014946614606,0.6383367943177468,10046.936125566932,1.441454250440019,107685.87971479593,0.0,0.0,0.0,0.0,1.0,6966.0,1.0,4.0,0.0,0.0,0.0,0.0,0.8651665231122595,0.005568205706434079,0.048350071736011475,0.0053139684862581315,0.9946860315137414,0.9516499282639885,0.018112223771539763,0.048350071736011475,0.021259871131461744,0.02397010738956906,0.799096606811289,0.035185513050960356,0.00859938137591102,0.048350071736011475,0.049,5.169,0.05,4.95,269261.0,999776.0,518915.0,81.96556671449068,31.33060291615227,?
output/ibol.species.seq150.k11.arff,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142343E7,13939.0,6970.0,312.0,6658.0,0.0,4.476327116212339,95.52367288378767,0.0,0.0391459391575279,0.0022902411988325374,0.03393918235242776,98.7257314667956,99.65691359172179,64736.298857357084,61980.34726554987,2755.951591807214,9.287847755718376,8.8924458056743,0.3954019500440766,9869.821382037004,1.4160432398905314,105784.34837740813,0.0,0.0,1.4357501794687725E-4,1.0,0.9998564249820531,6964.0,1.0,5.0,0.0,0.0,0.0,-3.209513520359591E-4,0.893883704235463,0.006433058724224934,0.044763271162123384,0.005489176290186999,0.9945108237098127,0.9552367288378766,0.01775631973694322,0.044763271162123384,0.019699727041398024,0.02216793579660934,0.7958965902223784,0.03362871250336023,0.008727551153834955,0.044763271162123384,0.027,5.097,0.03,4.91,269261.0,999776.0,518915.0,81.7790530846485,31.256664775949996,?
output/ibol.species.seq150.k11.arff,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142344E7,13940.0,6969.0,327.0,6642.0,0.0,4.69220835126991,95.30779164873009,0.0,0.0413734855501773,0.0022895236123260236,0.03392547194968812,98.6947556435821,99.61657112219805,64724.699513907086,60618.00403667292,4106.695477234163,9.287516073167899,8.698235620128127,0.5892804530397708,9835.595879955425,1.4113353250043656,105415.40270090534,0.0,0.0,0.0,0.0,1.0,6965.0,1.0,4.0,0.0,0.0,0.0,0.0,0.9673007896625987,0.03559419561077782,0.046922083512699095,0.0054101200255279305,0.994589879974472,0.9530779164873009,0.0186519367294023,0.046922083512699095,0.021226232911533218,0.023811638146063033,0.7963606423557688,0.03333138322299018,0.00964531880539029,0.046922083512699095,0.013,5.301,0.01,4.96,269261.0,999845.0,518846.0,81.05897546276367,31.215482518929385,?
output/ibol.species.seq150.k12.arff,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142344E7,13939.0,6970.0,960.0,6010.0,0.0,13.773314203730273,86.22668579626973,0.0,0.13607179156647412,0.0020599065829051463,0.035800100020893996,88.79663379903451,105.12112160967447,64740.74923543273,73660.54906604046,-8919.799830607728,9.288486260463808,10.568227986519435,-1.279741726055628,17823.894488032092,2.5572301991437723,191041.50100079694,0.0,0.0,2.871088142405972E-4,2.0,0.9997128911857595,6964.0,1.0,4.0,0.0,0.0,0.0,-4.05974903671846E-4,0.9263207005455067,0.010156841125321045,0.13773314203730272,0.001284057112323786,0.9987159428876756,0.8622668579626973,0.18781520777192112,0.13773314203730272,0.13412305786782955,0.14456306229092478,0.9060678401005313,0.15818688009293289,0.09962960002988894,0.13773314203730272,0.033,23.405,0.03,22.13,1164317.0,2784464.0,1411571.0,48.1635581061693,2.6991758700076707,?
output/ibol.species.seq150.k12.arff,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142344E7,13939.0,6970.0,939.0,6031.0,0.0,13.472022955523673,86.52797704447633,0.0,0.1330757450398903,0.0020703274655276055,0.035808153411030615,89.24588096406663,105.14484448406077,64736.298857357084,78629.30416628193,-13893.005308924847,9.287847755718376,11.281105332321655,-1.9932575766032778,17256.338816602332,2.475801838823864,184952.74498243272,0.0,0.0,0.0020100502512562816,14.0,0.9979899497487437,6951.0,1.0,5.0,0.0,0.0,0.0,-0.0012020116390821633,0.9120172290021537,0.008752804604428836,0.13472022955523674,0.0012768429684955254,0.9987231570315033,0.8652797704447632,0.18560000111760544,0.13472022955523674,0.12968632460877566,0.14027776494271582,0.9015864222956752,0.15427238585229858,0.09680015624814557,0.13472022955523674,0.032,21.928,0.04,21.69,1164317.0,2784464.0,1411571.0,47.31707317073171,2.6573521070368007,?
output/ibol.species.seq150.k12.arff,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.0150114234500002E7,13940.0,6969.0,974.0,5995.0,0.0,13.976180226718323,86.02381977328167,0.0,0.13809782057292774,0.0020612955725648648,0.03571690884818494,88.85650348755506,104.87683106713536,64724.699513907086,77518.92241898394,-12794.222905076858,9.287516073167899,11.123392512409806,-1.8358764392419082,17575.189497174622,2.521909814489112,188366.3888799162,0.0,0.0,4.3072505384063173E-4,3.0,0.9995692749461593,6962.0,1.0,4.0,0.0,0.0,0.0,-4.973227512831103E-4,0.9597989949748744,0.03881220031662509,0.13976180226718324,0.0013262790121293807,0.9986737209878691,0.8602381977328167,0.1716691165100933,0.13976180226718324,0.13134701226922285,0.14050335978396714,0.9024600490664689,0.15702081748314775,0.09898996083634959,0.13976180226718324,0.03,22.136,0.03,21.82,1164317.0,2784661.0,1411374.0,47.711292868417274,2.6294687102683927,?
output/ibol.species.seq150.k13.arff,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142346E7,13939.0,6970.0,3851.0,3119.0,0.0,55.251076040172165,44.748923959827835,0.0,0.5514382763916682,0.0010568623519460866,0.029812710809096855,45.558288914922294,87.54013526912115,64740.74923543273,99578.9897528666,-34838.24051743387,9.288486260463808,14.286799103711134,-4.998312843247327,38947.535524918436,5.587881710892171,417450.6111421547,0.0,0.0,1.435544071202986E-4,1.0,0.9998564455928797,6965.0,1.0,4.0,0.0,0.0,0.0,-2.870470105988865E-4,0.9766724088429515,0.10456909648347947,0.5525107604017216,6.929954356882307E-4,0.9993070045643108,0.44748923959827835,0.6355381195688223,0.5525107604017216,0.5663467074632865,0.578708581200815,0.9793455287426799,0.6241937162932975,0.49980628781757475,0.5525107604017216,0.138,93.018,0.13,91.72,4744605.0,9923280.0,4982259.0,62.32424677187949,0.1916852957859417,?
output/ibol.species.seq150.k13.arff,1,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142348E7,13939.0,6970.0,3843.0,3127.0,0.0,55.136298421807744,44.863701578192256,0.0,0.5502678261229861,0.0010556944427977657,0.02980652380747569,45.507960525629116,87.52203092891307,64736.298857357084,115128.80061610907,-50392.50175875199,9.287847755718376,16.51776192483631,-7.229914169117933,38867.521766188496,5.576401975062912,416580.53412841,0.0,0.0,0.0012921751615218953,9.0,0.9987078248384781,6956.0,1.0,5.0,0.0,0.0,0.0,-9.634071821371884E-4,0.9852117731514717,0.0592509013803595,0.5513629842180775,6.865070536488386E-4,0.9993134929463501,0.4486370157819225,0.6374120779482078,0.5513629842180775,0.5653249822455786,0.5783995227546231,0.9757748446598484,0.6231666090671472,0.49647957092354045,0.5513629842180775,0.117,93.233,0.11,92.29,4744605.0,9923280.0,4982259.0,62.61119081779053,0.1904674518701563,?
output/ibol.species.seq150.k13.arff,1,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.0150114235E7,13940.0,6969.0,3755.0,3214.0,0.0,53.88147510403214,46.11852489596786,0.0,0.5377413434513725,0.0010861812333341925,0.030251818905482,46.82213838347505,88.8294928967527,64724.699513907086,116444.60540753286,-51719.90589362577,9.287516073167899,16.708940365552138,-7.42142429238424,37952.04790974902,5.445838414370644,406760.34909929393,0.75,3.0,5.74300071787509E-4,4.0,0.9994256999282125,6961.0,0.25,1.0,0.42857142857142855,0.75,0.5454545454545454,0.5666346244738195,0.8881191672648959,0.6878205128205128,0.5388147510403214,7.006480108596711E-4,0.9992993519891388,0.46118524895967855,0.6315770454551898,0.5388147510403214,0.5546520269189935,0.5683278813431295,0.9744040194807667,0.6090933017959261,0.48626703863330745,0.5388147510403214,0.118,94.243,0.12,92.79,4744605.0,9923989.0,4981550.0,61.127851915626344,0.19266385688115334,?
output/ibol.species.seq150.k14.arff,1,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,2.01501142357E7,13939.0,6970.0,5708.0,1262.0,0.0,81.89383070301291,18.106169296987087,0.0,0.8184794773844011,4.2174518841413977E-4,0.020065116688040032,18.1802191239658,58.91792397911553,64740.74923543273,192825.5744083908,-128084.82517295805,9.288486260463808,27.665075237932683,-18.376588977468874,53120.54489714426,7.621312036893007,569360.9013420003,0.25,1.0,5.742176284811944E-4,4.0,0.9994257823715188,6962.0,0.75,3.0,0.2,0.25,0.22222222222222224,0.2231092166199383,0.9963752512202124,0.1593065213754869,0.8189383070301292,2.3815338552052393E-4,0.9997618466144783,0.18106169296987087,0.8654658707320542,0.8189383070301292,0.8245724419586304,0.8327873560397507,0.9902462020788543,0.8731676249786752,0.7695379793638625,0.8189383070301292,0.676,407.213,0.62,403.71,1.9066013E7,3.84788E7,1.9265267E7,82.96987087517934,0.1223849721397324,?
