Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureX,measureY,measureGridExtensionsPerformed
output/res50k.family.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010126E7,6930.0,6931.0,3660.0,3271.0,0.0,52.806232866830186,47.193767133169814,0.0,0.5085982993231487,0.005496998141148815,0.05485656057218821,61.441296560382625,82.05589124453508,42461.15417475177,1944826.9933533508,-1902365.839178599,6.1262666534052475,280.5983254008586,-274.47205874745333,22620.655876542973,3.263692955784587,364002.0017251505,0.1,1.0,7.224389539083947E-4,5.0,0.9992775610460916,6916.0,0.9,9.0,0.16666666666666666,0.1,0.125,0.12812975917117547,0.6465178442421615,0.027890297153751204,0.5280623286683018,0.016413071123326243,0.9835869288766735,0.47193767133169817,0.5131061225575305,0.5280623286683018,0.5113842380308913,0.5023887948332391,0.8539847903446155,0.4971722421413781,0.29489954921251005,0.5280623286683018,109.8,0.547,29.3437881,0.5460035000000001,3.80674968E8,3.01546642E8,3.01590127E8,73.69787909392583,2.0134313364005316,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 78\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,78.125,0.0
output/res50k.family.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010128E7,6931.0,6930.0,4356.0,2574.0,0.0,62.857142857142854,37.142857142857146,0.0,0.6128726209156976,0.0052158257429422,0.0500814812082386,58.298571360645234,74.9128108622182,42465.22149826056,1397721.9488153877,-1355256.7273171272,6.127737589936588,201.69147890553936,-195.56374131560275,25268.147171682638,3.646197283071088,406707.82325891266,0.1,1.0,8.670520231213873E-4,6.0,0.9991329479768786,6914.0,0.9,9.0,0.14285714285714285,0.1,0.11764705882352941,0.11846086039986561,0.5956936416184971,0.02413947578126683,0.6285714285714286,0.013144975287861774,0.9868550247121383,0.37142857142857144,0.6130664862506282,0.6285714285714286,0.6036017529357369,0.6021893323094215,0.8953996550426042,0.6138646294093969,0.3786851917580346,0.6285714285714286,108.87,0.589,28.8757851,0.5928038,3.7934616E8,3.01590127E8,3.01546642E8,81.2987012987013,2.3526936026935394,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 156\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,156.25,0.0
output/res50k.family.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.0141201013E7,6596.0,6596.0,4961.0,1635.0,0.0,75.21224984839297,24.787750151607035,0.0,0.7415194480103311,0.004133540408715236,0.04324849994404,44.758048012445755,63.674694810257485,40198.61366283672,768990.9814954741,-728792.3678326374,6.094392611103202,116.5844423128372,-110.490049701734,29067.159274284328,4.4067858208435915,470376.9525918293,0.3333333333333333,3.0,1.518141794443601E-4,1.0,0.9998481858205557,6586.0,0.6666666666666666,6.0,0.75,0.3333333333333333,0.46153846153846156,0.4995827053527234,0.7204173203110504,0.30104293545773225,0.7521224984839296,0.009239844412561421,0.9907601555874385,0.24787750151607035,0.7467012270634352,0.7521224984839296,0.7319573226706729,0.7340169173320529,0.940936875603311,0.7611437230257057,0.5473601765432341,0.7521224984839296,99.031,0.506,28.0333797,0.49920319999999996,3.47178497E8,2.87180864E8,2.87180864E8,89.22073984232868,1.9810469445017218,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 156\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,156.25,0.0
output/res50k.family.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.0141201013100002E7,6596.0,6596.0,4934.0,1662.0,0.0,74.80291085506367,25.197089144936324,0.0,0.7374652180483215,0.004227442469120131,0.043469575161316006,45.77482116874727,64.00066941776194,40186.329783725145,701715.5950471938,-661529.2652634687,6.092530288618124,106.38502047410458,-100.29249018548647,29114.057828161847,4.413895971522415,470988.1769283598,0.5555555555555556,5.0,0.0022772126916654014,15.0,0.9977227873083346,6572.0,0.4444444444444444,4.0,0.25,0.5555555555555556,0.3448275862068966,0.3714606866302239,0.8863670866858965,0.2365995103654291,0.7480291085506368,0.008678847586566162,0.9913211524134338,0.25197089144936324,0.738122113734421,0.7480291085506368,0.7287382317259401,0.7294742631840133,0.9458229164258263,0.762190256980683,0.5516045568405223,0.7480291085506368,100.452,0.565,27.9553792,0.5616036,3.46039696E8,2.87180864E8,2.87180864E8,90.17586416009703,2.06337899437391,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 156\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,156.25,0.0
output/res50k.family.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010133E7,5920.0,5920.0,4824.0,1096.0,0.0,81.48648648648648,18.513513513513512,0.0,0.8067375796743713,0.0037609196298260005,0.04049763793896706,37.67545230728258,57.35276304041665,35555.1863913195,473576.62707495963,-438021.44068364013,6.005943647182348,79.9960518707702,-73.99010822358785,27810.847425097843,4.697778281266528,456422.85953118204,0.4444444444444444,4.0,1.691761123329386E-4,1.0,0.9998308238876671,5910.0,0.5555555555555556,5.0,0.8,0.4444444444444444,0.5714285714285714,0.5958562452373193,0.8871219383823005,0.4494119119119119,0.8148648648648649,0.00831187891975481,0.9916881210802447,0.18513513513513513,0.8036804708569477,0.8148648648648649,0.7998398825482597,0.7987004334508129,0.9586622179926682,0.8274071691185738,0.6653482249158138,0.8148648648648649,110.103,0.45,36.816235999999996,0.4524029,3.03769063E8,2.57863097E8,2.57863097E8,92.41554054054055,1.9197241282732163,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 312\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,312.5,0.0
output/res50k.family.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010135E7,5920.0,5920.0,4799.0,1121.0,0.0,81.0641891891892,18.93581081081081,0.0,0.8023323067380642,0.003835742983876137,0.04065301780463268,38.42500400858203,57.57192668603616,35553.04133750599,468301.88943123864,-432748.84809373267,6.005581307011147,79.10504889041194,-73.0994675834008,27780.53376868061,4.692657731196049,455892.2955524838,0.4444444444444444,4.0,6.767044493317544E-4,4.0,0.9993232955506682,5907.0,0.5555555555555556,5.0,0.5,0.4444444444444444,0.47058823529411764,0.47064695790587924,0.942874866068911,0.564691336072915,0.8106418918918918,0.008757922421728655,0.991242077578271,0.1893581081081081,0.8101047872214953,0.8106418918918918,0.7974064722124397,0.7972384008654538,0.9590566767362977,0.8305928230663526,0.6612049706784002,0.8106418918918918,109.304,0.413,35.2718261,0.4056026,3.0500348E8,2.57863097E8,2.57863097E8,92.63513513513513,1.9682117350509816,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 312\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,312.5,0.0
output/res50k.genus.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010137E7,4894.0,4894.0,1526.0,3368.0,0.0,31.18103800572129,68.81896199427871,0.0,0.30695360530830995,0.003152001059665765,0.04014391004841081,86.02961403409432,93.80860512893857,40989.14536134496,2664379.8582499283,-2623390.7128885835,8.375387282661414,544.4176253064832,-536.0422380238217,13808.987143936134,2.8216156812292876,162683.0658989509,0.875,14.0,0.009020090200902008,44.0,0.990979909799098,4834.0,0.125,2.0,0.2413793103448276,0.875,0.3783783783783784,0.45680575136404517,0.966110598605986,0.7592503844664789,0.3118103800572129,0.004556958493937493,0.9954430415060633,0.688189619942787,0.3557360195729091,0.3118103800572129,0.3024528846325687,0.31341734884225997,0.7349394492433622,0.27366466941741274,0.20826948507818266,0.3118103800572129,94.329,0.901,25.5529638,0.8892057,3.98663314E8,2.12314332E8,2.12314332E8,49.40743767879036,1.5556313176355279,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 625\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,625.0,0.0
output/res50k.genus.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010139E7,4894.0,4894.0,1553.0,3341.0,0.0,31.73273395995096,68.26726604004904,0.0,0.3124862583272592,0.0031389584419905686,0.03994319831790559,85.67363339089319,93.3380086115933,41002.86780715335,2570110.437894248,-2529107.570087095,8.378191215192757,525.1553816702591,-516.7771904550664,14200.97598998086,2.901711481401892,167350.2417783852,0.7647058823529411,13.0,0.010662292392864465,52.0,0.9893377076071356,4825.0,0.23529411764705882,4.0,0.2,0.7647058823529411,0.3170731707317074,0.38753596211821906,0.90933433041045,0.7400583231853214,0.3173273395995096,0.00447302983813755,0.9955269701618628,0.6826726604004903,0.37327123596356904,0.3173273395995096,0.3097852037651133,0.32262133739374654,0.7444624125904665,0.28325642603501466,0.2049820816817451,0.3173273395995096,95.23,0.946,26.5669703,0.9516061,3.97430796E8,2.12314332E8,2.12314332E8,51.205557825909274,1.5678611235917796,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 1250\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,1250.0,0.0
output/res50k.genus.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010141E7,4855.0,4856.0,2451.0,2405.0,0.0,50.473640856672155,49.526359143327845,0.0,0.5011096438887226,0.0027782354017938152,0.03646101196979784,75.41138265254804,84.96714925001908,40652.97794033637,1672830.173931914,-1632177.1959915776,8.371700564319681,344.48726810789003,-336.11556754357036,20520.92686424919,4.225891034647692,242000.8214444035,1.0,16.0,0.010743801652892562,52.0,0.9892561983471074,4788.0,0.0,0.0,0.23529411764705882,1.0,0.38095238095238093,0.48245845864381576,0.9993026859504133,0.9384803921568627,0.5047364085667215,0.0035582333250387477,0.9964417666749616,0.4952635914332784,0.551526661289349,0.5047364085667215,0.4875027557707583,0.5039687700508337,0.8334195016760138,0.48136792706405634,0.3724201018946967,0.5047364085667215,85.97,0.894,23.5093507,0.8892057,3.75225444E8,2.1105157E8,2.11094999E8,68.03953871499176,1.446892732930623,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 1250\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,1250.0,0.0
output/res50k.genus.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.0141201014200002E7,4856.0,4855.0,2385.0,2470.0,0.0,49.12461380020597,50.87538619979403,0.0,0.4876353524578365,0.002789564023343565,0.03656348285650392,75.71888791562577,85.20620572985321,40635.39154157928,1685775.0337435459,-1645139.6422019666,8.369802583229513,347.2245177638612,-338.8547151806316,20411.2283744147,4.204166503483975,240652.9474361385,1.0,16.0,0.006406282289729283,31.0,0.9935937177102707,4808.0,0.0,0.0,0.3404255319148936,1.0,0.5079365079365079,0.5815880585593343,1.0,1.0,0.49124613800205974,0.0034621812344387787,0.9965378187655612,0.5087538619979403,0.5441658670686313,0.49124613800205974,0.4757255173675176,0.49264494375698326,0.8315681054927844,0.4720478294412753,0.3589599707696225,0.49124613800205974,83.292,0.917,23.3377496,0.9204059,3.75855061E8,2.11094999E8,2.1105157E8,67.78578784757981,1.4548956783766263,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 1250\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,1250.0,0.0
output/res50k.genus.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010143E7,4610.0,4610.0,3304.0,1306.0,0.0,71.67028199566161,28.329718004338396,0.0,0.714868377164673,0.0016579927061350244,0.028419714476812973,43.1768106856544,64.87038522712353,38352.915133052666,715392.994142374,-677040.0790093214,8.319504367256544,155.18286206992929,-146.86335770267274,28996.297542333155,6.28986931503973,343970.3446553803,0.7857142857142857,11.0,4.351610095735422E-4,2.0,0.9995648389904265,4594.0,0.21428571428571427,3.0,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8148340192286089,0.9997824194952132,0.9383616383616384,0.716702819956616,0.0015713444350260771,0.9984286555649745,0.28329718004338394,0.7235904953779339,0.716702819956616,0.7016437918611355,0.7092732876475931,0.9267316605184532,0.7333272337402181,0.6172012969852826,0.716702819956616,72.86,0.692,18.6733197,0.7020045,3.08253511E8,2.00484707E8,2.00484707E8,85.50976138828634,0.7318319248905174,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 78\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,78.125,0.0
output/res50k.genus.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.0141201014500003E7,4610.0,4610.0,3265.0,1345.0,0.0,70.82429501084599,29.175704989154013,0.0,0.7063450348869932,0.0016441329814659638,0.028368053249190325,42.81588104707563,64.75199108001544,38358.5969437122,686452.3670822964,-648093.7701385842,8.320736864145813,148.9050687814092,-140.58433191726337,29169.169488722728,6.327368652651351,346067.1065300928,1.0,14.0,0.0010879025239338555,5.0,0.9989120974760661,4591.0,0.0,0.0,0.7368421052631579,1.0,0.8484848484848484,0.8579280231331189,1.0,1.0,0.7082429501084598,0.0017369443731995783,0.9982630556268005,0.2917570498915401,0.7143156560491521,0.7082429501084598,0.6917503554996972,0.699534775362235,0.9295560750684085,0.7334088560110827,0.6126497213151542,0.7082429501084598,76.399,0.758,19.3285239,0.7644048999999999,3.08700185E8,2.00484707E8,2.00484707E8,86.11713665943601,0.7203996683389521,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 78\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,78.125,0.0
output/res50k.genus.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.0141201014700003E7,4038.0,4039.0,3150.0,889.0,0.0,77.98960138648181,22.0103986135182,0.0,0.7784033781060004,0.001632996546894442,0.027115753794200493,38.269597558926215,58.71554508843223,33119.93392090651,431366.84182632394,-398246.90790541744,8.2000331569464,106.8004064932716,-98.60037333632519,26661.812700491897,6.601092523023495,320967.5069086374,0.9230769230769231,12.0,0.0,0.0,1.0,4026.0,0.07692307692307693,1.0,1.0,0.9230769230769231,0.9600000000000001,0.9606496245221433,0.9999904467117582,0.9945054945054946,0.779896013864818,0.0012756392541070985,0.9987243607458923,0.22010398613518198,0.7876937839522989,0.779896013864818,0.7676176843027804,0.7744174556514708,0.949625415282922,0.8041787263053346,0.6844462336295628,0.779896013864818,88.446,0.579,26.3173687,0.5772037,2.51222909E8,1.75665082E8,1.75708535E8,89.97276553602377,0.8117740442700588,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 156\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,156.25,0.0
