Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureX,measureY,measureGridExtensionsPerformed
output/res50k.genus.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',-3034773968581595348,2.01412010148E7,4039.0,4038.0,3346.0,692.0,0.0,82.86280336800397,17.137196631996037,0.0,0.8274330520123072,0.0016560802865319773,0.025879951722210966,38.810573193012104,56.03916858832133,33113.353105814705,309235.6568982646,-276122.3037924499,8.200434152009585,76.58139100997143,-68.38095685796183,27315.58891040726,6.764633212086989,328856.60423924075,1.0,14.0,4.970178926441351E-4,2.0,0.9995029821073559,4022.0,0.0,0.0,0.875,1.0,0.9333333333333333,0.935181858968584,1.0,1.0,0.8286280336800397,0.0012467574233985131,0.9987532425766023,0.17137196631996038,0.8317820646878478,0.8286280336800397,0.8164500494216609,0.8222638610906515,0.9639041056992024,0.8440761614091057,0.7520146809450273,0.8286280336800397,85.388,0.6,24.2581555,0.5928038,2.49012848E8,1.75708535E8,1.75665082E8,92.94205052005944,0.926551834822392,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.AttributeSelectedClassifier -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 312\" -W weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1',1.0,312.5,0.0
output/ibol.species.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010215E7,5227.0,5228.0,1674.0,3554.0,0.0,32.01989288446825,67.98010711553175,0.0,0.3160691672888075,0.0015808320796174675,0.03941217495543169,68.13727306552829,115.72602762310977,48602.29540788103,2561320.891751105,-2512718.596343224,9.296536994621468,489.9236594780231,-480.62712248340165,13418.66781504731,2.5666923900243517,142896.35379122238,0.0,0.0,0.0,0.0,1.0,5225.0,1.0,3.0,0.0,0.0,0.0,0.0,0.5,5.738332058148432E-4,0.3201989288446825,0.00427172274668411,0.9957282772533159,0.6798010711553175,0.3037276410787114,0.3201989288446825,0.24783656723259762,0.2736272765336253,0.8200280448928386,0.46075973726940095,0.08966754289728877,0.3201989288446825,765.735,796.656,20.7169328,792.9218828,5.01007072E8,2.23253579E8,2.23296248E8,32.28768171384851,0.12495329264603094,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010242E7,5228.0,5227.0,1697.0,3530.0,0.0,32.46604170652382,67.53395829347618,0.0,0.3204519068054727,0.0015702495458036756,0.039255159705367866,67.68114524133392,115.26476254268033,48604.94845442403,2571291.467265778,-2522686.5188113544,9.298823121183094,491.9249028631678,-482.62607974198477,13623.261883985595,2.6063252121648355,145110.11998727126,0.0,0.0,0.0,0.0,1.0,5223.0,1.0,4.0,0.0,0.0,0.0,0.0,0.5,7.652573177731012E-4,0.3246604170652382,0.004428057197355472,0.9955719428026444,0.6753395829347618,0.306179081332779,0.3246604170652382,0.25827818049507223,0.28119301501926086,0.8186163757176689,0.4560816249878782,0.09469686752432563,0.3246604170652382,823.608,811.714,20.8417336,806.2287681,5.01513884E8,2.23296248E8,2.23253579E8,32.73388176774441,0.12539986919438137,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010309E7,5227.0,5228.0,3491.0,1737.0,0.0,66.77505738332059,33.22494261667942,0.0,0.6665249559416986,7.718530389759596E-4,0.027614171194478083,33.268531149677266,81.08353172732052,48602.29540788103,970354.8524690367,-921752.5570611557,9.296536994621468,185.60727859009884,-176.31074159547737,30622.288411196154,5.857361976127803,326098.9405964892,0.0,0.0,0.0,0.0,1.0,5225.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6677505738332058,0.001335068600468098,0.9986649313995317,0.3322494261667942,0.6072420221951234,0.6677505738332058,0.6015221204145316,0.6176275240435927,0.9546490757646348,0.812680902533403,0.40011783996500155,0.6677505738332058,813.393,784.538,20.6545324,780.161001,5.11206684E8,2.23797642E8,2.23840415E8,67.061973986228,0.11919271899075817,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.0141201033400003E7,5228.0,5227.0,3493.0,1734.0,0.0,66.82609527453606,33.173904725463935,0.0,0.6670251758533116,7.711240130888434E-4,0.02761011083332959,33.237109648221185,81.07145386407994,48604.94845442403,962518.0243417606,-913913.0758873365,9.298823121183094,184.14349040401007,-174.84466728282695,30607.383725083426,5.855631093377354,326018.9198935028,0.0,0.0,0.0,0.0,1.0,5223.0,1.0,4.0,0.0,0.0,0.0,0.0,0.8747606739421788,0.6876913143294433,0.6682609527453607,0.0013810303851113722,0.9986189696148888,0.3317390472546394,0.6007108902290401,0.6682609527453607,0.598018551580699,0.6143984679546481,0.9568917483942344,0.8152540235056246,0.4018906953106604,0.6682609527453607,765.757,726.443,18.7513202,718.9462086,5.1155127E8,2.23840415E8,2.23797642E8,66.99827817103501,0.11892632618647542,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.014120104E7,5227.0,5228.0,4744.0,484.0,0.0,90.74215761285386,9.257842387146136,0.0,0.9071624242249912,2.152374938303176E-4,0.014639562302251202,9.277200330224284,42.98616844405009,48602.29540788103,209154.14966316408,-160551.85425528305,9.296536994621468,40.006532070230314,-30.709995075608845,43469.39761460342,8.31472792934266,462908.7258320946,1.0,3.0,0.0,0.0,1.0,5225.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9074215761285387,2.7028657332405507E-4,0.9997297134266766,0.09257842387146137,0.8676068572935872,0.9074215761285387,0.878302886809569,0.8826175763360398,0.9939556032370371,0.9446802278566161,0.8135315547707482,0.9074215761285387,720.026,766.697,20.3737306,760.3644740999999,5.19343233E8,2.24425407E8,2.244683E8,90.78041315990819,0.11654596893293016,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq450.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010425E7,5228.0,5227.0,4722.0,505.0,0.0,90.3386263631146,9.661373636885402,0.0,0.9031155875615218,2.2426209558942613E-4,0.01490282425233562,9.666180451557073,43.75910100872344,48604.94845442403,207480.59478260705,-158875.646328183,9.298823121183094,39.69401086332639,-30.395187742143296,43297.8662953488,8.283502256619247,461193.40777678444,1.0,4.0,0.0,0.0,1.0,5223.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9033862636311459,2.8098623265893145E-4,0.9997190137673412,0.09661373636885402,0.868357816316744,0.9033862636311459,0.8752120482903081,0.8801743895842552,0.9938502785089541,0.9428470319320759,0.8080319296766928,0.9033862636311459,732.515,773.966,20.1709293,756.760851,5.19392347E8,2.244683E8,2.24425407E8,90.47254639372488,0.11690195363073856,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010425E7,398.0,398.0,272.0,126.0,0.0,68.34170854271356,31.65829145728643,0.0,0.6769438897120402,0.006371416297003882,0.07956885439481572,31.927504358448942,79.6669522190328,2589.244250640264,115635.19716101474,-113045.95291037449,6.505638820704181,290.5406963844592,-284.035057563755,1707.6108568976522,4.29047953994385,26173.944693205787,1.0,6.0,0.0,0.0,1.0,392.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6834170854271356,0.010130627287045325,0.9898693727129546,0.3165829145728643,0.6857840547805356,0.6834170854271356,0.6512084246181129,0.6634878520180524,0.8663920163299509,0.6742621136173634,0.6006535149130117,0.6834170854271356,11.145,7.163,0.8424054,7.082445399999999,7.4527963E7,1.6097152E7,1.6097152E7,68.5929648241206,1.0202527790467426,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/ibol.species.seq600.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010426E7,398.0,398.0,271.0,127.0,0.0,68.09045226130654,31.90954773869347,0.0,0.6746461376056438,0.00645514075276681,0.08009013052209643,32.347052038536425,80.1921584898221,2587.3745246531234,116789.11130713615,-114201.73678248303,6.50094101671639,293.43997815863355,-286.93903714191714,1694.6742156460505,4.257975416196107,25958.05219750646,1.0,7.0,0.0,0.0,1.0,391.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6809045226130653,0.00910237449039549,0.9908976255096045,0.31909547738693467,0.6828139816394921,0.6809045226130653,0.647003279805426,0.660301098142804,0.8669059286820041,0.6750464142877409,0.5846371959635808,0.6809045226130653,12.088,7.657,1.1544074,7.176046,7.4407915E7,1.6097152E7,1.6097152E7,68.09045226130654,1.0227907212831775,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/res50k.family.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010437E7,6981.0,6981.0,3574.0,3407.0,0.0,51.19610371007019,48.80389628992981,0.0,0.4859563529453567,0.004504365589308885,0.06631275293482022,50.57627133302488,99.4179866759181,42791.87137129563,1096035.6624559225,-1053243.791084627,6.129762408150069,157.00267332128956,-150.87291091313952,17050.51408303343,2.442417144110218,274387.211658923,0.0,0.0,0.0,0.0,1.0,6971.0,1.0,10.0,0.0,0.0,0.0,0.0,0.5486730741643954,0.0016156309057456003,0.511961037100702,0.02326348601037748,0.9767365139896227,0.4880389628992981,0.4843143471000062,0.511961037100702,0.43898301234695514,0.4514255997115578,0.9136684918277921,0.5260953734555448,0.09946643030162643,0.511961037100702,377.317,289.096,25.740165,271.3325393,3.76757053E8,3.03708524E8,3.03708524E8,52.22747457384329,0.4939014850710523,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/res50k.family.seq150.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,2,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010448E7,6981.0,6981.0,3526.0,3455.0,0.0,50.508523134221456,49.491476865778544,0.0,0.4793102766391404,0.004561956357092599,0.06667707618417898,51.22291651311969,99.96444237877573,42776.35718406474,1088694.3621485783,-1045918.0049645136,6.1275400636104775,155.95106176028912,-149.82352169667865,17029.538555520445,2.4394124846756116,273943.2355230658,0.0,0.0,0.0,0.0,1.0,6971.0,1.0,10.0,0.0,0.0,0.0,0.0,0.4144312150337111,0.0013297885506036397,0.5050852313422146,0.023444615653747003,0.9765553843462529,0.49491476865778544,0.47846035360219347,0.5050852313422146,0.4352069815789315,0.4455519292721425,0.912947662405271,0.5245088602707155,0.09970954197799785,0.5050852313422146,383.461,274.013,24.8821595,262.0192796,3.76707679E8,3.03708524E8,3.03708524E8,51.81206130926801,0.4970700591533045,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
output/res50k.family.seq300.k36.arff-weka.filters.supervised.instance.StratifiedRemoveFolds-S0-N2-F1,1,1,weka.classifiers.meta.GridSearch,'-E ACC -y-property classifier.classifier.search.numToSelect -y-min 0.0 -y-max 8.0 -y-step 1.0 -y-base 2.0 -y-expression 5000/pow(BASE,I) -filter weka.filters.AllFilter -x-property filter -x-min 0.0 -x-max 1.0 -x-step 1.0 -x-base 1.0 -x-expression I -sample-size 100.0 -traversal COLUMN-WISE -log-file \\dev\\null -num-slots 4 -S 1 -W weka.classifiers.meta.FilteredClassifier -- -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N -1\" -W weka.classifiers.bayes.NaiveBayes',-3034773968581595348,2.01412010459E7,6930.0,6931.0,4489.0,2442.0,0.0,64.76698889049199,35.233011109508006,0.0,0.6314815064397595,0.0032609361081653424,0.056712068191851255,36.4482827429835,84.83140851820951,42461.15417475177,993058.8966373954,-950597.7424626437,6.1262666534052475,143.27786706642553,-137.1516004130203,23182.800043928422,3.344798736679905,373047.78728075896,0.0,0.0,0.0,0.0,1.0,6921.0,1.0,10.0,0.0,0.0,0.0,0.0,0.6877402109521745,0.01241825111930098,0.6476698889049199,0.01365628810157859,0.9863437118984214,0.35233011109508006,0.6290248738539439,0.6476698889049199,0.5923492618858189,0.605408761100692,0.9498504194978552,0.6665237368558462,0.20563528867819827,0.6476698889049199,369.342,276.988,26.0365669,262.0036795,3.78270047E8,3.01546642E8,3.01590127E8,65.27196652719665,0.47672293560333007,'Best filter: weka.filters.AllFilter\nBest classifier: weka.classifiers.meta.FilteredClassifier -F \"weka.filters.unsupervised.attribute.Discretize -F -B 10 -M -1.0 -R first-last\" -W weka.classifiers.meta.AttributeSelectedClassifier -- -E \"weka.attributeSelection.GainRatioAttributeEval \" -S \"weka.attributeSelection.Ranker -T 0.0 -N 5000\" -W weka.classifiers.bayes.NaiveBayes',1.0,5000.0,0.0
